"","Log","Cluster"
"709","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/vqbils70",4
"710","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/tRgZbokB",4
"711","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/X23UOAEk",4
"712","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/ECqDtZCd",4
"713","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/AfHKFo7H",4
"714","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/9t8cWniD",4
"715","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/0Np1Mt1T",4
"716","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/MEqu1rjR",4
"717","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/07J5xVrk",4
"718","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/g4pcTsB6",4
"719","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/7ob7QgKT",4
"720","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/bLid0MTF",4
"721","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/dm0R6fAQ",4
"722","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/fTDTb95z",4
"723","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/i4uWuHbi",4
"724","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/OS1maKZ4",4
"725","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/o2qmRPJD",4
"726","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/LC85aSCL",4
"727","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/2uxqnsKQ",4
"728","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/l89Y6rlj",4
"729","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/swJ7XPom",4
"730","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/gQS1z78t",4
"731","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/DwqEkEdg",4
"732","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/zU0hUdur",4
"733","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/QZKxcLFP",4
"734","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/Vb5zHZ7A",4
"735","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/HvD8x5Oo",4
"736","Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/e0E383lL",4
"737","RT @Eazeeee: @ESPN_FirstTake Redskins & i'm a GMEN fan!",9
"738","Good call NFL on changing the skins cowboys game to primetime.",6
"739","ESPN NFL - Cowboys-Redskins flexed to Sunday night game on Dec. 30; Packers-Vikings shifts to 4:25 pm ET",10
"740","@richeisen what is the playoff picture if cowboys/redskins tie & gmen win? #merrychristmas",6
"741","@JBallSr In games against common opponents, the Redskins are 7-5 and Dallas is 8-4.",6
"742","My NFL Awards: MVP: A. Peterson, Roy: RGIII, Comeback Player: Manning",6
"743","RT @azannaphx: @MichaelVonW @SpringsProgress @Morning_Joe @hardball_chris How about those RedSkins! My love of them followed me to PHX.",6
"744","Redskins hold off Eagles, close in on NFC East title - Concord Monitor http://t.co/5GwEHP3K",6
"745","RT @_RalphLoRaan: My Redskins Bouda PUNISH Dallas Next Week !!!",1
"746","Redskins outlast lowly Eagles as RG III returns http://t.co/9X1AFW0j",8
"747","Morning Rush: Pete Carroll shows 'class', resists further humiliating Jim Harbaugh's 49ers (Yahoo!... http://t.co/Oz1JZW1Y #nfl #cowboys",6
"748","RT @Bud_u_a_fool: ESPN NFL - Cowboys-Redskins flexed to Sunday night game on Dec. 30; Packers-Vikings shifts to 4:25 pm ET",10
"749","I got the #Redskins winning it. RT @ESPN_FirstTake: Who do you have winning the NFC East?",9
"750","Bengals vs Redskins #superbowl @EpicSpazDawg @Jschmitt1700",3
"751","@NattyBo the Ghost of Redskins Present, btw, is just Snyder swimming in a pool of money marked “RG3 merch” (he’s wearing a speedo)",5
"752","Need the Redskins to beat the Cowboys, Lions to beat the Bears and the Packers to beat the Vikings. #GMEN need to beat the eagles. #playoffs",1
"753","Top Google: Happy Holidays, NFL playoff picture, Dallas Cowboys, ...: * Happy Holidays * NFL playoff picture * Dallas Cowboys * Russell...",4
"754","Christmas bonus from Atlanta Miami and Washington #pointspread #nfl #sportselect @harirarru http://t.co/TaBHyynO",6
"755","It's crazy how my #redskins are in first place. Now hopefully we win the NFC east next week.. #beatCowboys #httr #proudfan #loyalfan",7
"756","Sooo the Giants can still make playoffs with a win and a redskins loss...probably won't happen cause Dallas sucks!",6
"757","Now I can watch!! #Operationbeatskinsmakeplayoffs RT @ESPNNFL: BREAKING: Cowboys at Redskins flexed to Sunday Night Football on NBC-820pm ET",10
"758","#Collie RT @HogsHaven: For those that missed it, #Redskins Cowboys got flexed to Sunday Night Football.",10
"759","RT @JJT_ESPNDallas: ICYMI: If u gotta blame someone for Cowboys' loss, start with offense http://t.co/FO4KJaco",6
"760","Your NFL Recap: Week 16: It’s holiday football folks and for Dallas the December script is reading all too famil... http://t.co/wvUNYIU5",6
"761","Your NFL Recap: Week 16: It’s holiday football folks and for Dallas the December script is reading all too famil... http://t.co/xLYkEyEg",6
"762","Your NFL Recap: Week 16: It’s holiday football folks and for Dallas the December script is reading all too famil... http://t.co/79731O4d",6
"763","Your NFL Recap: Week 16: It’s holiday football folks and for Dallas the December script is reading all too famil... http://t.co/QFimxRQA",6
"764","[HOT] Your NFL Recap: Week 16: It’s holiday football folks and for Dallas the December script i... http://t.co/SnNmGENV #HipHopDelivered",6
"765","There's much at stake for Redskins-Cowboys, but @SallyJenx wants to know which Dallas team will show up. #DallasWeek http://t.co/7J7JvBzU",6
"766","Just listed for sale on eBid - NFL DALLAS COWBOYS/GAME ISSUED FOOTBALL GLOVES LOW BID!! http://t.co/Y7PuJ7CF",5
"767","Fox: Robert Griffin III keeps inspiring Redskins http://t.co/n2GeVylc",6
"768","Cowboys' Witten sets NFL record for TE catches http://t.co/UBY2v1MV",6
"769","RT @Rich_TandlerCSN: Need to Know: Morris finishes strong for #Redskins #RedskinsTalk http://t.co/LWJjdl7V",6
"770","Redskins play Sunday night vs cowboys winner goes to the playoffs",10
"771","Soooo they changed the Redskins vs Cowboys game to #SNF.... #Ratings #$$$$",6
"772","@NFLRT NBD Never Been to Dallas Syndrome - http://t.co/wFvKerIw
#Cowboys #Redskins #HTTR",7
"773","What is the Washington Redskins scorebi http://t.co/s8IsXaPB",6
"774","😀 3 packages came from NFL shop today?? Rg3 jersey? YES and possably an Morris jersey? YES and a redskins snow hat? Yes haliuha",6
"775","RT @x_pawprints: #NFLBoobies #Redskins #RedskinsNation ! It's that day of the week! http://t.co/O6umoD5h",6
"776","@NFLRT Never Been to Dallas Syndrome #Cowboys #Redskins  http://t.co/wFvKerIw",6
"777","#Redskins Nation I'm watching NFL AM everyone is picking Cowboys over Skins next week.  Fuel to the fire. #HTTR",7
"778","@AyeeCollins NAME 6 PLAYERS ON THE REDSKINS WITHOUT LOOKING IT UP. GO",6
"779","@espn_firsttake Redskins. The Cowboys are destined to fail in big moments. Also, injuries on defense and Washington is hot right now.",6
"780","@Wale drops at 2 and a Redskins win! Couldn't have asked for a better Monday!",6
"781","Redskins' win sets up big finale vs. Dallas http://t.co/qfMpx9g3",6
"782","Daily Slop:Kai Forbath Sets NFL Record With 17-for-17 Start; #Redskins Wins Keep Coming by any Means Necessary http://t.co/wpVH4SEA",6
"783","Daily Slop:Kai Forbath Sets NFL Record With 17-for-17 Start; #Redskins Wins Keep Coming by any Means Necessary http://t.co/t6thdhX0",6
"784","@DownIsTheNewUp_ Grreat stat: 5 teams had > 5.5% design edge yesterday, ATS: 5-0. #Packers, #Broncos, #Panthers, #Bears, #Redskins.",6
"785","@Rebellious_Red8 Now what were you saying ... Oh yeah, that's right Dallas lost and the Redskins won. Any predictions moving forward? Lol!",6
"786","#colts & Luck - 8-2 in last 10, #Seahawks & Wilson - 6-1 in last 7, #redskins & #rg3 winners of last 6.  What if Was beats Dal?! #rookieqb",6
"787","Who having a redskins vs cowboys house party tho",6
"788","guess who got tickets to the redskins cowboy game sunday 😍😍😍",6
"789","You RT @tommiecollins: Who having a redskins vs cowboys house party tho",6
"790","@espn_firsttake RG3 and the Washington Redskins! #ChocolateCity",9
"791","@MaskedTweeterX We'll be looking for some payback when we play your #Redskins in the #NFCCG.",6
"792","Hail to the Redskins & Merry Christmas #redskintalk http://t.co/8hVNoNzS",6
"793","I would say u should, but dont u live out Struggledorf lol #YearsAway RT @tommiecollins: Who having a redskins vs cowboys house party tho",6
"794","@redskinsbuzztap did u hear Howie long, terry Bradshaw and j Johnson all said skins 6 wins have been luck & cowboys are best in NFC",6
"795","@Snide_Remarks 1982 Riggo, Dexter takes out Danny, Grant Hits Pay Dirt, #Redskins win 3 of next 9 Super Bowls. ""WeWantDallas"". '72 second.",6
"796","Very happy with 9 wins and a big turnaround but I'm dying to give our biggest rival a knockout blow on Sunday night. #Redskins #DallasWeek",6
"797","FOH «@veedubbery02 Gotta switch to a real team like my #Redskins RT @cblockd: My #NYG frustrates the hell outta me..it's just ridiculous»",5
"798","REDSKINS FANS GONNA B SICK NEXT WEEK CAUSE TONY ROMO WILL DROP BOMBS ALL OVER DAT WEAK ASS SECONDARY",1
"799","RT @HichenbergSKINS: Fox: Robert Griffin III keeps inspiring Redskins http://t.co/n2GeVylc",6
"800","@Doughboy_86 Lol...thats a come up to *prize money* Should buy yourself a ticket to the Redskins vs Cowboys game next week",1
"801","@adamschefter question, if Redskins lose next Sun., what else must occur in order for them to make it as a wildcard?",6
"802","@_BellaCubana #Redskins hater I see",6
"803","- Happy Holidays - NFL playoff picture - Dallas Cowboys - Russell Wilson - Santa tracker - Sound of Music - Bruno…",4
"804","RT @AlGaldi: (cont.) Guests from 9am-noon on @ESPNRadio980 will be @John_Keim at 10:15am & @MikeJonesWaPo at 11:15am #Redskins",6
"805","WASHINGTON REDSKINS 
Washington clinches a playoff berth:
1) CHI loss + MIN loss
1) WAS win or tie",6
"806","I should “@cee_cee__ You RT @tommiecollins: Who having a redskins vs cowboys house party tho”",6
"807","@ItzWoodz RT @tommiecollins: Who having a redskins vs cowboys house party tho",6
"808",";) RT @cblockd: FOH «@veedubbery02 Gotta switch to a real team like my #Redskins RT @cblockd: My (cont) http://t.co/7BLeFg9y",5
"809","@Redskins, don't know if the NFL could write a better script. That team that shall remain nameless v REDSKINS. You know we are ready. #HTTR",7
"810","Valid RT @AngelaLynnette: ItzWoodz RT @tommiecollins: Who having a redskins vs cowboys house party tho",6
"811","DEADLINE IN THREE HOURS! Send us Redskins tailgating pics and you could win a FREE parking pass to the 12/30 game http://t.co/hR1Gv4J6",6
"812","RT @BostonRedskins: Redskins vs. Cowboys ""flexed"" to the Sunday Night game next week. Winner take all. Going to be amazing. Stay tuned f ...",10
"813","Cowboys redskins game moved to sunday night, smart business by the NFL",10
"814","RG3 is 2nd in NFL in QB rating (104.1), 1st in YDS/ATT (8.03), 2nd in TD-INT ratio (20-5), 3rd in COMP% (66.4) w 3.100 yds, 752 r yds, 6 TD.",6
"815","as an aside, the #redskins 2013 1st round pick going to SL as part of #RG3 trade as of now will be in 20s. Sort of a good move, no?",6
"816","@JimmyJohnson Redskins or Cowboys Sunday night?",10
"817","RG3 leads Redskins back to relevance - Link:  http://t.co/h525kNn7",6
"818","@JJT_ESPNDallas these Boys' have a proven track record of failing. What makes next week any different. The Redskins r licking their chops .",1
"819","Super Bowl titles (8)
Dallas Cowboys (5) – 1971, 1977, 1992, 1993, 1995
'*Washington Redskins (3) – 1982, 1987,... http://t.co/YQtI8JxG",6
"820","@Snide_Remarks Actually in 83 #Redskins played Raiders at RFK, came back from 15 pt deficit in 5 minutes. #JoeWashington",6
"821","Woow!! More time for tailgating and drinking! “@espn “@ESPNNFL BREAKING: Cowboys at Redskins (cont) http://t.co/2wpvezWG",6
"822","""@skinsjoe: #REDSKINS all alone in 1st place. #HTTR #LOYAL4LIFE"" the best Christmas gift :)",7
"823","Steelers lost. Cowboys Lost. Bears won. Redskins won. #YesterdayWasPerfect",6
"824","""@toddarcher: NBC confirms Cowboys-Redskins moved to Sunday night."" @clapresi24",10
"825","@KaderKnight31 @Seahawks @nfl @DangeRussWilson I don't know Andrew Luck is doing pretty good too, or RGIII,",6
"826","Dallas Cowboys: Giants' Loss Sparks Historic Matchup vs. Washington Redskins http://t.co/rLl8Yy89",6
"827","RT @cgfarkas That's right! Hehe! ESPN NFL - Cowboys-Redskins flexed to Sunday night game on Dec. 30; Packers-Vikings shifts to 4:25 pm ET",10
"828","Saints hold off Cowboys rally for 34-31 OT win http://t.co/qX4Nnfxo",6
"829","Whats my favourite nfl team... Its either Colts , Redskins, or Seahawks",6
"830","RT @ExaminerSports: Redskins' RG3 at less than 100 percent still is pretty good http://t.co/vcDvRlRa",6
"831","OK, if you're going to argue whether the 1972 NFC Championship wasn't best Redskins win ever, I need some ID. Include your birth year.",6
"832","RT @ExaminerSports: Ten Observations: Redskins 27, Eagles 20 http://t.co/e07Dd8X0",6
"833","RT @ExaminerSports: RG3 Report: Griffin leads Redskins over Eagles http://t.co/nqLnYP17",6
"834","Redskins might do it this year >>>",6
"835","Video: #RG3 is focused on the Cowboys #Redskins #RedskinsTalk http://t.co/AbZCrF8w",6
"836","RT @NOSaintsworld: NFL: Dallas Cowboys' loss to New Orleans Saints proves meaningless - San Jose Mercury News http://t.co/Rafs8dAl",6
"837","@Rich_TandlerCSN are redskins gonna wear alternate jerseys against Dallas. I thought they were gonna wear twice this ysar",6
"838","Oh Christ. They flexed the redskins cowboys death match to 830 pm. I might have a heart attack #BeatDallas #marchwithme #believe #HTTR",7
"839","Hanging out this morning with @PeteMedhurst from 10-2 on 106.7 The Fan. Whole bunch of Redskins & Christmas.",6
"840","Bears play the Lions... If they win, they're in and we out. But i like The Pack beatin Min. and Redskins beatin Dallas.",5
"841","Make The Washington Times part of your Christmas Eve shopping. A1 photo by @andyharnik, plus #Redskins Gameday. #only50cents",6
"842","@RedskinsWatch #Redskins have to win against #Cowboys to make the playoffs? #nfl",4
"843","@rickoharrison @snide_remarks #Redskins have to win against #Cowboys to make the playoffs? #nfl",6
"844","@john_keim #Redskins have to win against #Cowboys to make the playoffs? #nfl",4
"845","@DezBryant @dezbryant @dallascowboys great game Dez. Merry christmas and go beat redskins Sunday. #CowboyNation",1
"846","I am now a Redskins, Lions, and Packers fan next week",1
"847","“@ESPN_FirstTake: Who do you have winning the NFC East?” #Redskins over  Cowboys 30-24",9
"848","Redskins Play Dallas Sunday For The NFC East Division Title",2
"849","@Mike5966: 55 quail on Saturday, @Redskins win yesterday, @ChickfilA this AM. Life is good.",6
"850","#Redskins vs #Cowboys Week 17 ! Cant Wait.",1
"851","#Redskins baby",6
"852","RT @iluvjmb: Love waking up to a #Redskins victory!!!

#HAIL 
#BEATDALLAS",6
"853","#Redskins playoff pic >> MT “@Insider:  http://t.co/ooYDmEM3”",6
"854","Now all we need to do is beat the Redskins next week in real life! #playoffs #cowboys #americasteam http://t.co/9qDKNxJe",1
"855","Redskins💛❤ http://t.co/OTVrqaU9",6
"856","Redskins outlast lowly Eagles as RG III returns http://t.co/tGsS5G2t #ESPN",8
